Red_Std,Green_Std,Blue_Std,Red_Mean,Green_Mean,Blue_Mean,Contrast,Dissimilarity
41.01320094987587,42.79698415001105,60.6944769843491,98.91987029916636,101.834160395237,126.37376296734475,319.1646044992942,4.345022665378292
